timestamp,close_mean,close_min,close_max,volume_mean
2026-06-27 09:03:00,60431.246,60403.035,60459.793,2.5663848
2026-06-27 09:04:00,60431.484,60395.633,60454.484,2.7192206
2026-06-27 09:05:00,60428.094,60389.824,60477.98,2.9972055
2026-06-27 09:06:00,60426.33,60379.16,60468.17,3.3843753
2026-06-27 09:07:00,60424.12,60372.83,60460.047,2.5465991
2026-06-27 09:08:00,60422.25,60371.758,60471.098,3.0450459
2026-06-27 09:09:00,60419.82,60362.746,60474.375,3.1253772
2026-06-27 09:10:00,60419.54,60366.598,60483.22,3.1806958
2026-06-27 09:11:00,60416.754,60345.71,60466.266,3.5449026
2026-06-27 09:12:00,60415.055,60334.984,60470.133,3.457788
2026-06-27 09:13:00,60414.59,60319.363,60479.11,3.413256
2026-06-27 09:14:00,60413.363,60325.062,60475.78,2.910457
2026-06-27 09:15:00,60412.94,60315.414,60469.125,4.2779293
2026-06-27 09:16:00,60406.63,60311.32,60463.867,4.8595414
2026-06-27 09:17:00,60404.965,60302.54,60464.11,3.512603
2026-06-27 09:18:00,60399.57,60245.54,60466.402,4.040637
2026-06-27 09:19:00,60394.55,60220.703,60461.68,3.7285929
2026-06-27 09:20:00,60392.363,60192.727,60453.094,4.3355556
2026-06-27 09:21:00,60390.32,60201.227,60454.53,3.4402902
2026-06-27 09:22:00,60389.086,60215.332,60455.47,3.2301493
2026-06-27 09:23:00,60389.453,60245.22,60458.445,3.287615
2026-06-27 09:24:00,60388.7,60226.56,60463.82,2.832296
2026-06-27 09:25:00,60391.305,60245.145,60475.723,3.8376174
2026-06-27 09:26:00,60389.035,60233.145,60457.56,3.0843132
