timestamp,close_mean,close_min,close_max,volume_mean
2026-04-08 13:45:00,71829.48,71388.15,72226.06,514.4961
2026-04-08 14:00:00,71635.19,70994.29,72388.53,481.98257
2026-04-08 14:15:00,71588.77,70758.45,72557.58,395.9661
2026-04-08 14:30:00,71539.66,70668.49,72515.99,370.65598
2026-04-08 14:45:00,71517.61,70914.68,72405.38,360.64294
2026-04-08 15:00:00,71492.14,70482.86,72889.43,379.1244
2026-04-08 15:15:00,71419.73,70170.29,72690.26,313.9762
2026-04-08 15:30:00,71388.73,70099.9,73015.875,320.48163
2026-04-08 15:45:00,71295.59,70376.51,72669.15,318.21008
2026-04-08 16:00:00,71217.79,70430.52,72443.55,358.77634
2026-04-08 16:15:00,71216.26,70424.63,72348.0,287.70035
2026-04-08 16:30:00,71147.55,70362.33,72005.54,278.80765
2026-04-08 16:45:00,71038.68,70184.984,71928.5,269.17017
2026-04-08 17:00:00,70975.78,70093.83,71501.71,296.835
2026-04-08 17:15:00,70913.37,70044.7,71668.58,292.72168
2026-04-08 17:30:00,70870.38,69799.81,71622.43,252.91328
2026-04-08 17:45:00,70813.03,69660.45,71598.42,243.41747
2026-04-08 18:00:00,70797.06,70016.51,71509.484,279.82782
2026-04-08 18:15:00,70738.19,69998.1,71406.086,219.04826
2026-04-08 18:30:00,70669.5,69681.125,71221.42,227.37935
2026-04-08 18:45:00,70566.59,70001.43,71180.99,245.88837
2026-04-08 19:00:00,70555.88,69892.5,71306.13,253.98108
2026-04-08 19:15:00,70529.164,69909.305,71099.9,208.64656
2026-04-08 19:30:00,70464.34,69647.484,71058.02,224.43262
