timestamp,close_mean,close_min,close_max,volume_mean
2026-04-08 07:30:00,71805.78,71445.016,72048.09,239.87224
2026-04-08 07:45:00,71727.73,71127.84,72068.375,264.85724
2026-04-08 08:00:00,71601.11,70840.445,71978.71,299.1497
2026-04-08 08:15:00,71647.875,70954.82,72362.78,231.28831
2026-04-08 08:30:00,71582.086,70544.414,72234.695,238.47801
2026-04-08 08:45:00,71465.47,70452.75,72112.24,240.48032
2026-04-08 09:00:00,71332.59,70383.664,72071.06,341.98874
2026-04-08 09:15:00,71299.14,70618.84,72110.1,278.44885
2026-04-08 09:30:00,71169.164,70355.61,72084.71,272.6461
2026-04-08 09:45:00,71089.4,70044.14,72174.36,284.0431
2026-04-08 10:00:00,71011.6,69993.7,72023.02,278.43033
2026-04-08 10:15:00,70961.18,70096.266,71977.195,321.2524
2026-04-08 10:30:00,70941.18,70031.82,71801.77,240.52602
2026-04-08 10:45:00,70872.65,69969.83,71797.51,282.32806
2026-04-08 11:00:00,70731.875,69924.164,71805.734,303.994
2026-04-08 11:15:00,70660.97,69860.875,71848.93,282.84842
2026-04-08 11:30:00,70617.164,69660.97,71633.73,269.17526
2026-04-08 11:45:00,70496.445,68721.42,71337.74,287.9095
2026-04-08 12:00:00,70424.59,69163.195,71187.7,291.12442
2026-04-08 12:15:00,70350.5,68875.84,71176.19,229.55675
2026-04-08 12:30:00,70342.66,69023.04,71053.57,262.1159
2026-04-08 12:45:00,70288.5,68779.09,71080.664,225.98532
2026-04-08 13:00:00,70199.79,68616.45,70980.53,296.15067
2026-04-08 13:15:00,70120.13,68357.85,71055.34,274.75848
