timestamp,close_mean,close_min,close_max,volume_mean
2026-04-08 15:30:00,2203.4602,2185.1096,2219.847,5109.236
2026-04-08 15:45:00,2204.071,2185.6597,2218.3342,4727.121
2026-04-08 16:00:00,2205.3835,2184.5552,2235.6663,5640.053
2026-04-08 16:15:00,2206.9458,2187.2039,2232.5608,4116.6885
2026-04-08 16:30:00,2206.8318,2186.8997,2239.7935,3563.4338
2026-04-08 16:45:00,2206.121,2178.405,2238.956,3569.5205
2026-04-08 17:00:00,2206.526,2179.714,2235.802,3746.9768
2026-04-08 17:15:00,2205.5986,2187.4006,2228.0342,3378.7297
2026-04-08 17:30:00,2203.9863,2181.9546,2229.6216,3617.6868
2026-04-08 17:45:00,2203.6145,2182.4092,2224.5125,2925.11
2026-04-08 18:00:00,2203.9077,2182.2554,2228.5251,3228.4092
2026-04-08 18:15:00,2203.393,2177.9146,2226.6055,3107.7622
2026-04-08 18:30:00,2200.783,2175.3242,2224.1633,3479.4443
2026-04-08 18:45:00,2200.1787,2172.6113,2222.0352,3204.3047
2026-04-08 19:00:00,2199.6448,2179.1084,2220.7544,3383.5488
2026-04-08 19:15:00,2199.272,2179.4612,2227.747,2703.2302
2026-04-08 19:30:00,2199.2239,2180.956,2227.2698,2618.838
2026-04-08 19:45:00,2200.0315,2174.9148,2227.4026,2877.6577
2026-04-08 20:00:00,2199.8098,2177.3757,2227.1055,3414.1187
2026-04-08 20:15:00,2197.8608,2169.761,2225.737,2957.2437
2026-04-08 20:30:00,2196.7178,2161.199,2224.108,2984.9424
2026-04-08 20:45:00,2196.5054,2162.3354,2230.6924,2330.6768
2026-04-08 21:00:00,2196.042,2162.5884,2233.343,3185.1611
2026-04-08 21:15:00,2194.9248,2163.7346,2231.091,2401.6404
