timestamp,close_mean,close_min,close_max,volume_mean
2026-04-08 07:00:00,71492.39,71012.62,71834.62,792.00604
2026-04-08 08:00:00,71346.93,70768.55,71778.266,859.2709
2026-04-08 09:00:00,71224.08,70592.516,71832.625,977.2751
2026-04-08 10:00:00,71063.61,70031.29,72358.31,914.9462
2026-04-08 11:00:00,70944.71,69859.99,72266.25,1024.095
2026-04-08 12:00:00,70828.266,69929.32,71808.84,891.94476
2026-04-08 13:00:00,70610.766,69764.414,72003.375,1071.9373
2026-04-08 14:00:00,70507.016,69861.53,71295.766,1113.4242
2026-04-08 15:00:00,70274.72,69470.29,70911.766,1168.5292
2026-04-08 16:00:00,70196.11,69315.84,70830.53,921.5356
2026-04-08 17:00:00,70006.75,69150.67,70772.52,982.21405
2026-04-08 18:00:00,69726.27,68639.44,70670.38,916.67834
2026-04-08 19:00:00,69663.54,68592.27,70735.75,1037.7484
2026-04-08 20:00:00,69513.81,68395.7,70603.01,862.8866
2026-04-08 21:00:00,69412.84,68334.02,70314.81,815.7591
2026-04-08 22:00:00,69270.06,68175.234,70256.6,871.3995
2026-04-08 23:00:00,69189.1,68105.54,70181.0,801.12164
2026-04-09 00:00:00,69157.82,67975.75,70183.78,759.31616
2026-04-09 01:00:00,69077.32,68046.78,70220.75,826.11694
2026-04-09 02:00:00,68919.57,67940.84,70140.805,729.1913
2026-04-09 03:00:00,68861.7,67821.19,69943.055,688.5785
2026-04-09 04:00:00,68730.63,67190.95,69938.97,807.77576
2026-04-09 05:00:00,68662.05,67415.945,70154.03,718.4916
2026-04-09 06:00:00,68537.055,67486.41,69778.85,823.7778
